id,protein_id,tissue,gender,tpm,tpm_rank,tpm_rank_bysex,tpm_level,tpm_level_bysex,tpm_f,tpm_m,log2foldchange,tau,tau_bysex,uberon_id
709320,225,Esophagus - Gastroesophageal Junction,F,29.59,0.204,0.216,Low,Low,29.59,29.565,0.001,0.553,0.529,UBERON:0007650
709322,225,Esophagus - Mucosa,F,39.4,0.561,0.549,Medium,Medium,39.4,41.06,-0.058,0.553,0.529,UBERON:0002469
709324,225,Esophagus - Muscularis,F,29.025,0.184,0.196,Low,Low,29.025,28.935,0.004,0.553,0.529,UBERON:0004648
709326,225,Fallopian Tube,F,52.9,0.898,0.882,High,High,,,,0.553,0.529,UBERON:0003889
709327,225,Heart - Atrial Appendage,F,15.7,0.051,0.059,Low,Low,15.7,15.735,-0.003,0.553,0.529,UBERON:0006618
709329,225,Heart - Left Ventricle,F,10.52,0.041,0.039,Low,Low,10.52,9.834,0.089,0.553,0.529,UBERON:0002084
709331,225,Kidney - Cortex,F,55.35,0.918,0.922,High,High,55.35,49.37,0.162,0.553,0.529,UBERON:0001225
709333,225,Liver,F,24.92,0.082,0.078,Low,Low,24.92,22.56,0.138,0.553,0.529,UBERON:0002107
709335,225,Lung,F,56.94,0.929,0.941,High,High,56.94,57.62,-0.017,0.553,0.529,UBERON:0002048
709337,225,Minor Salivary Gland,F,45.205,0.745,0.745,Medium,Medium,45.205,50.965,-0.169,0.553,0.529,UBERON:0001830
709339,225,Muscle - Skeletal,F,10.06,0.031,0.02,Low,Low,10.06,8.486,0.221,0.553,0.529,UBERON:0001134
709341,225,Nerve - Tibial,F,40.54,0.602,0.588,Medium,Medium,40.54,41.46,-0.032,0.553,0.529,UBERON:0001323
709343,225,Ovary,F,46.86,0.776,0.784,High,High,,,,0.553,0.529,UBERON:0000992
709344,225,Pancreas,F,35.73,0.439,0.431,Medium,Medium,35.73,35.9,-0.007,0.553,0.529,UBERON:0001264
709346,225,Pituitary,F,51.03,0.857,0.863,High,High,51.03,52.355,-0.036,0.553,0.529,UBERON:0000007
709348,225,Prostate,M,59.81,0.959,0.957,High,High,,,,0.553,0.562,UBERON:0002367
709349,225,Skin - Not Sun Exposed (Suprapubic),F,44.64,0.735,0.725,Medium,Medium,44.64,45.295,-0.021,0.553,0.529,UBERON:0002097
709351,225,Skin - Sun Exposed (Lower leg),F,44.21,0.704,0.706,Medium,Medium,44.21,44.53,-0.01,0.553,0.529,UBERON:002097
709353,225,Small Intestine - Terminal Ileum,F,32.36,0.367,0.353,Medium,Medium,32.36,32.18,0.008,0.553,0.529,UBERON:0002116
709355,225,Spleen,F,47.255,0.796,0.804,High,High,47.255,51.83,-0.131,0.553,0.529,UBERON:0002106
709357,225,Stomach,F,48.775,0.806,0.824,High,High,48.775,47.085,0.05,0.553,0.529,UBERON:0000945
709359,225,Testis,M,49.275,0.827,0.809,High,High,,,,0.553,0.562,UBERON:0000473
709360,225,Thyroid,F,80.54,0.99,1,High,High,80.54,85.17,-0.08,0.553,0.529,UBERON:0002046
709362,225,Uterus,F,48.89,0.816,0.843,High,High,,,,0.553,0.529,UBERON:0000995
709363,225,Vagina,F,43.355,0.694,0.686,Medium,Medium,,,,0.553,0.529,UBERON:0000996
709364,225,Whole Blood,F,38.13,0.5,0.49,Medium,Medium,38.13,36.92,0.045,0.553,0.529,UBERON:0000178
1380513,226,Adipose - Subcutaneous,F,51.16,0.571,0.529,Medium,Medium,51.16,50.06,0.031,0.552,0.472,UBERON:0002190
1380515,226,Adipose - Visceral (Omentum),F,49.075,0.541,0.51,Medium,Medium,49.075,46.74,0.069,0.552,0.472,UBERON:0014454
1380517,226,Adrenal Gland,F,76.79,0.939,0.922,High,High,76.79,74.93,0.035,0.552,0.472,UBERON:0002369
1380519,226,Artery - Aorta,F,53.43,0.582,0.549,Medium,Medium,53.43,50.7,0.074,0.552,0.472,UBERON:0000947
1380521,226,Artery - Coronary,F,58.4,0.735,0.686,Medium,Medium,58.4,54.74,0.092,0.552,0.472,UBERON:0001621
1380523,226,Artery - Tibial,F,58.04,0.704,0.667,Medium,Medium,58.04,55.78,0.056,0.552,0.472,UBERON:0007610
1380527,226,Brain - Amygdala,F,28.4,0.102,0.098,Low,Low,28.4,28.685,-0.014,0.552,0.472,UBERON:0001876
1380529,226,Brain - Anterior cingulate cortex (BA24),F,28.43,0.112,0.118,Low,Low,28.43,30.11,-0.08,0.552,0.472,UBERON:0009835
1380531,226,Brain - Caudate (basal ganglia),F,30.24,0.204,0.176,Low,Low,30.24,35.01,-0.205,0.552,0.472,UBERON:0002420
1380533,226,Brain - Cerebellar Hemisphere,F,42.27,0.459,0.451,Medium,Medium,42.27,44.84,-0.083,0.552,0.472,UBERON:0002245
1380535,226,Brain - Cerebellum,F,38.38,0.378,0.373,Medium,Medium,38.38,41.16,-0.098,0.552,0.472,UBERON:0002037
1380537,226,Brain - Cortex,F,29.77,0.143,0.157,Low,Low,29.77,27.98,0.086,0.552,0.472,UBERON:0000956
1380539,226,Brain - Frontal Cortex (BA9),F,34.25,0.337,0.333,Medium,Medium,34.25,33.305,0.039,0.552,0.472,UBERON:0001870
1380541,226,Brain - Hippocampus,F,26.885,0.071,0.078,Low,Low,26.885,27.68,-0.041,0.552,0.472,UBERON:0022430
1380543,226,Brain - Hypothalamus,F,35.9,0.367,0.353,Medium,Medium,35.9,35.205,0.027,0.552,0.472,UBERON:0001898
1380545,226,Brain - Nucleus accumbens (basal ganglia),F,31.87,0.265,0.275,Medium,Medium,31.87,33.87,-0.085,0.552,0.472,UBERON:0001882
1380547,226,Brain - Putamen (basal ganglia),F,28.92,0.133,0.137,Low,Low,28.92,29.825,-0.043,0.552,0.472,UBERON:0001874
1380549,226,Brain - Spinal cord (cervical c-1),F,33.37,0.316,0.314,Medium,Medium,33.37,32.87,0.021,0.552,0.472,UBERON:0006469
1380551,226,Brain - Substantia nigra,F,31.445,0.245,0.235,Low,Low,31.445,31.285,0.007,0.552,0.472,UBERON:0002038
1380553,226,Breast - Mammary Tissue,F,57.845,0.673,0.647,Medium,Medium,57.845,57.895,-0.001,0.552,0.472,UBERON:0001911
1380561,226,Colon - Sigmoid,F,59.79,0.765,0.706,High,Medium,59.79,61.25,-0.034,0.552,0.472,UBERON:0001159
1380563,226,Colon - Transverse,F,54.905,0.633,0.608,Medium,Medium,54.905,53.855,0.027,0.552,0.472,UBERON:0001157
1380565,226,Esophagus - Gastroesophageal Junction,F,62.2,0.806,0.765,High,High,62.2,58.225,0.094,0.552,0.472,UBERON:0007650
1380567,226,Esophagus - Mucosa,F,31.86,0.255,0.255,Medium,Medium,31.86,32.39,-0.023,0.552,0.472,UBERON:0002469
1380569,226,Esophagus - Muscularis,F,60.24,0.776,0.725,High,Medium,60.24,59.025,0.029,0.552,0.472,UBERON:0004648
1380571,226,Fallopian Tube,F,68.87,0.878,0.843,High,High,,,,0.552,0.472,UBERON:0003889
1380572,226,Heart - Atrial Appendage,F,31.39,0.235,0.216,Low,Low,31.39,30.105,0.058,0.552,0.472,UBERON:0006618
1380574,226,Heart - Left Ventricle,F,19.3,0.031,0.039,Low,Low,19.3,19.74,-0.031,0.552,0.472,UBERON:0002084
1380576,226,Kidney - Cortex,F,63.89,0.837,0.804,High,High,63.89,43.555,0.542,0.552,0.472,UBERON:0001225
1380578,226,Liver,F,41.82,0.449,0.431,Medium,Medium,41.82,39.53,0.079,0.552,0.472,UBERON:0002107
1380580,226,Lung,F,56.92,0.663,0.627,Medium,Medium,56.92,56.63,0.007,0.552,0.472,UBERON:0002048
1380582,226,Minor Salivary Gland,F,54.53,0.612,0.588,Medium,Medium,54.53,57.975,-0.087,0.552,0.472,UBERON:0001830
1380584,226,Muscle - Skeletal,F,22.1,0.051,0.059,Low,Low,22.1,22.735,-0.039,0.552,0.472,UBERON:0001134
1380586,226,Nerve - Tibial,F,70.325,0.908,0.882,High,High,70.325,67.58,0.057,0.552,0.472,UBERON:0001323
1380588,226,Ovary,F,66.93,0.857,0.824,High,High,,,,0.552,0.472,UBERON:0000992
1380589,226,Pancreas,F,32.19,0.276,0.294,Medium,Medium,32.19,30.07,0.095,0.552,0.472,UBERON:0001264
1380591,226,Pituitary,F,91.46,0.99,1,High,High,91.46,105.15,-0.199,0.552,0.472,UBERON:0000007
1380593,226,Prostate,M,66.23,0.847,0.894,High,High,,,,0.552,0.572,UBERON:0002367
1380594,226,Skin - Not Sun Exposed (Suprapubic),F,39.23,0.398,0.392,Medium,Medium,39.23,38.73,0.018,0.552,0.472,UBERON:0002097
1380596,226,Skin - Sun Exposed (Lower leg),F,41.12,0.429,0.412,Medium,Medium,41.12,39.87,0.043,0.552,0.472,UBERON:002097
1380598,226,Small Intestine - Terminal Ileum,F,47.735,0.52,0.49,Medium,Medium,47.735,43.7,0.125,0.552,0.472,UBERON:0002116
1380600,226,Spleen,F,60.955,0.786,0.745,High,Medium,60.955,62.36,-0.032,0.552,0.472,UBERON:0002106
1380602,226,Stomach,F,47.51,0.51,0.471,Medium,Medium,47.51,48.36,-0.025,0.552,0.472,UBERON:0000945
1380604,226,Testis,M,58.79,0.745,0.809,Medium,High,,,,0.552,0.572,UBERON:0000473
1380605,226,Thyroid,F,81.44,0.949,0.941,High,High,81.44,82.71,-0.022,0.552,0.472,UBERON:0002046
1380607,226,Uterus,F,82.65,0.959,0.961,High,High,,,,0.552,0.472,UBERON:0000995
1380608,226,Vagina,F,53.795,0.592,0.569,Medium,Medium,,,,0.552,0.472,UBERON:0000996
1380609,226,Whole Blood,F,17.02,0.02,0.02,Low,Low,17.02,16.32,0.057,0.552,0.472,UBERON:0000178
1212907,512,Adipose - Subcutaneous,F,490.2,0.735,0.686,Medium,Medium,490.2,510.4,-0.058,0.53,0.505,UBERON:0002190
1212909,512,Adipose - Visceral (Omentum),F,425.8,0.602,0.569,Medium,Medium,425.8,417.15,0.03,0.53,0.505,UBERON:0014454
1212911,512,Adrenal Gland,F,395.2,0.541,0.51,Medium,Medium,395.2,389.05,0.023,0.53,0.505,UBERON:0002369
1212913,512,Artery - Aorta,F,602.6,0.929,0.902,High,High,602.6,595.7,0.017,0.53,0.505,UBERON:0000947
1212915,512,Artery - Coronary,F,524.4,0.816,0.765,High,High,524.4,510.6,0.038,0.53,0.505,UBERON:0001621
1212917,512,Artery - Tibial,F,734.2,0.98,0.98,High,High,734.2,706.75,0.055,0.53,0.505,UBERON:0007610
1212921,512,Brain - Amygdala,F,180.6,0.112,0.078,Low,Low,180.6,191.35,-0.083,0.53,0.505,UBERON:0001876
1212923,512,Brain - Anterior cingulate cortex (BA24),F,186.05,0.133,0.118,Low,Low,186.05,171.7,0.115,0.53,0.505,UBERON:0009835
1212925,512,Brain - Caudate (basal ganglia),F,166.3,0.051,0.059,Low,Low,166.3,173.9,-0.064,0.53,0.505,UBERON:0002420
1212927,512,Brain - Cerebellar Hemisphere,F,404.3,0.561,0.549,Medium,Medium,404.3,442.35,-0.129,0.53,0.505,UBERON:0002245
1212929,512,Brain - Cerebellum,F,309.55,0.398,0.353,Medium,Medium,309.55,333.3,-0.106,0.53,0.505,UBERON:0002037
1212931,512,Brain - Cortex,F,181.9,0.122,0.098,Low,Low,181.9,170.55,0.092,0.53,0.505,UBERON:0000956
1212933,512,Brain - Frontal Cortex (BA9),F,231.2,0.255,0.216,Medium,Low,231.2,219.45,0.075,0.53,0.505,UBERON:0001870
1212935,512,Brain - Hippocampus,F,148.2,0.02,0.039,Low,Low,148.2,162.7,-0.134,0.53,0.505,UBERON:0022430
1212937,512,Brain - Hypothalamus,F,192.55,0.173,0.157,Low,Low,192.55,191.85,0.005,0.53,0.505,UBERON:0001898
1212939,512,Brain - Nucleus accumbens (basal ganglia),F,189.1,0.143,0.137,Low,Low,189.1,198.7,-0.071,0.53,0.505,UBERON:0001882
1212941,512,Brain - Putamen (basal ganglia),F,136.65,0.01,0.02,Low,Low,136.65,148.9,-0.123,0.53,0.505,UBERON:0001874
1212943,512,Brain - Spinal cord (cervical c-1),F,274.2,0.337,0.314,Medium,Medium,274.2,280.8,-0.034,0.53,0.505,UBERON:0006469
1212945,512,Brain - Substantia nigra,F,200.4,0.194,0.176,Low,Low,200.4,180.25,0.152,0.53,0.505,UBERON:0002038
1212947,512,Breast - Mammary Tissue,F,497.6,0.755,0.706,High,Medium,497.6,466.1,0.094,0.53,0.505,UBERON:0001911
1212955,512,Colon - Sigmoid,F,544.9,0.857,0.824,High,High,544.9,523.7,0.057,0.53,0.505,UBERON:0001159
1212957,512,Colon - Transverse,F,256.4,0.306,0.275,Medium,Medium,256.4,248.25,0.046,0.53,0.505,UBERON:0001157
1212959,512,Esophagus - Gastroesophageal Junction,F,560.4,0.867,0.843,High,High,560.4,491,0.19,0.53,0.505,UBERON:0007650
1212961,512,Esophagus - Mucosa,F,326.2,0.5,0.471,Medium,Medium,326.2,321.2,0.022,0.53,0.505,UBERON:0002469
1212963,512,Esophagus - Muscularis,F,476.55,0.724,0.667,Medium,Medium,476.55,466.35,0.031,0.53,0.505,UBERON:0004648
1212965,512,Fallopian Tube,F,630.9,0.939,0.922,High,High,,,,0.53,0.505,UBERON:0003889
1212966,512,Heart - Atrial Appendage,F,319.3,0.439,0.392,Medium,Medium,319.3,310.45,0.04,0.53,0.505,UBERON:0006618
1212968,512,Heart - Left Ventricle,F,325.8,0.49,0.451,Medium,Medium,325.8,292.2,0.157,0.53,0.505,UBERON:0002084
1212970,512,Kidney - Cortex,F,290.3,0.357,0.333,Medium,Medium,290.3,177.25,0.709,0.53,0.505,UBERON:0001225
1212972,512,Liver,F,233.4,0.265,0.235,Medium,Low,233.4,215.4,0.115,0.53,0.505,UBERON:0002107
1212974,512,Lung,F,462.6,0.673,0.647,Medium,Medium,462.6,474.2,-0.036,0.53,0.505,UBERON:0002048
1212976,512,Minor Salivary Gland,F,353.75,0.52,0.49,Medium,Medium,353.75,321.2,0.139,0.53,0.505,UBERON:0001830
1212978,512,Muscle - Skeletal,F,778.5,0.99,1,High,High,778.5,789.55,-0.02,0.53,0.505,UBERON:0001134
1212980,512,Nerve - Tibial,F,539.9,0.827,0.784,High,High,539.9,540.6,-0.002,0.53,0.505,UBERON:0001323
1212982,512,Ovary,F,675.9,0.959,0.961,High,High,,,,0.53,0.505,UBERON:0000992
1212983,512,Pancreas,F,219.55,0.235,0.196,Low,Low,219.55,209.9,0.065,0.53,0.505,UBERON:0001264
1212985,512,Pituitary,F,319.9,0.449,0.412,Medium,Medium,319.9,309.85,0.046,0.53,0.505,UBERON:0000007
1212987,512,Prostate,M,431.3,0.612,0.66,Medium,Medium,,,,0.53,0.56,UBERON:0002367
1212988,512,Skin - Not Sun Exposed (Suprapubic),F,447.6,0.653,0.608,Medium,Medium,447.6,432.05,0.051,0.53,0.505,UBERON:0002097
1212990,512,Skin - Sun Exposed (Lower leg),F,461.2,0.663,0.627,Medium,Medium,461.2,469.8,-0.027,0.53,0.505,UBERON:002097
1212992,512,Small Intestine - Terminal Ileum,F,271.4,0.327,0.294,Medium,Medium,271.4,257.9,0.073,0.53,0.505,UBERON:0002116
1212994,512,Spleen,F,320.75,0.459,0.431,Medium,Medium,320.75,300.2,0.095,0.53,0.505,UBERON:0002106
1212996,512,Stomach,F,310.25,0.418,0.373,Medium,Medium,310.25,292.35,0.085,0.53,0.505,UBERON:0000945
1212998,512,Testis,M,246,0.276,0.319,Medium,Medium,,,,0.53,0.56,UBERON:0000473
1212999,512,Thyroid,F,398.9,0.551,0.529,Medium,Medium,398.9,420.8,-0.077,0.53,0.505,UBERON:0002046
1213001,512,Uterus,F,644.4,0.949,0.941,High,High,,,,0.53,0.505,UBERON:0000995
1213002,512,Vagina,F,501.25,0.765,0.725,High,Medium,,,,0.53,0.505,UBERON:0000996
1213003,512,Whole Blood,F,248,0.286,0.255,Medium,Medium,248,223.3,0.151,0.53,0.505,UBERON:0000178
789888,686,Adipose - Subcutaneous,F,878.8,0.796,0.765,High,High,878.8,974.5,-0.149,0.808,0.799,UBERON:0002190
789890,686,Adipose - Visceral (Omentum),F,625.4,0.724,0.706,Medium,Medium,625.4,663.1,-0.084,0.808,0.799,UBERON:0014454
789892,686,Adrenal Gland,F,97.55,0.388,0.373,Medium,Medium,97.55,100.85,-0.048,0.808,0.799,UBERON:0002369
789894,686,Artery - Aorta,F,1774,0.969,0.98,High,High,1774,1865,-0.072,0.808,0.799,UBERON:0000947
789896,686,Artery - Coronary,F,1525,0.929,0.922,High,High,1525,1441,0.082,0.808,0.799,UBERON:0001621
789898,686,Artery - Tibial,F,1327,0.888,0.902,High,High,1327,1476,-0.153,0.808,0.799,UBERON:0007610
789902,686,Brain - Amygdala,F,9.636,0.276,0.255,Medium,Medium,9.636,7.374,0.345,0.808,0.799,UBERON:0001876
789904,686,Brain - Anterior cingulate cortex (BA24),F,7.263,0.112,0.118,Low,Low,7.263,6.549,0.13,0.808,0.799,UBERON:0009835
789906,686,Brain - Caudate (basal ganglia),F,7.992,0.194,0.176,Low,Low,7.992,7.488,0.083,0.808,0.799,UBERON:0002420
789908,686,Brain - Cerebellar Hemisphere,F,5.891,0.051,0.039,Low,Low,5.891,4.377,0.358,0.808,0.799,UBERON:0002245
789910,686,Brain - Cerebellum,F,9.187,0.245,0.216,Low,Low,9.187,7.674,0.232,0.808,0.799,UBERON:0002037
789912,686,Brain - Cortex,F,9.283,0.265,0.235,Medium,Low,9.283,9.238,0.006,0.808,0.799,UBERON:0000956
789914,686,Brain - Frontal Cortex (BA9),F,7.058,0.102,0.098,Low,Low,7.058,6.348,0.133,0.808,0.799,UBERON:0001870
789916,686,Brain - Hippocampus,F,9.758,0.286,0.275,Medium,Medium,9.758,9.164,0.082,0.808,0.799,UBERON:0022430
789918,686,Brain - Hypothalamus,F,7.924,0.173,0.157,Low,Low,7.924,9.18,-0.19,0.808,0.799,UBERON:0001898
789920,686,Brain - Nucleus accumbens (basal ganglia),F,6.284,0.071,0.078,Low,Low,6.284,5.248,0.221,0.808,0.799,UBERON:0001882
789922,686,Brain - Putamen (basal ganglia),F,7.424,0.143,0.137,Low,Low,7.424,8.091,-0.11,0.808,0.799,UBERON:0001874
789924,686,Brain - Spinal cord (cervical c-1),F,11.485,0.306,0.294,Medium,Medium,11.485,10.1,0.17,0.808,0.799,UBERON:0006469
789926,686,Brain - Substantia nigra,F,8.461,0.214,0.196,Low,Low,8.461,7.986,0.074,0.808,0.799,UBERON:0002038
789928,686,Breast - Mammary Tissue,F,592.35,0.714,0.686,Medium,Medium,592.35,628.2,-0.085,0.808,0.799,UBERON:0001911
789936,686,Colon - Sigmoid,F,1592.5,0.939,0.941,High,High,1592.5,1676,-0.074,0.808,0.799,UBERON:0001159
789938,686,Colon - Transverse,F,291.15,0.592,0.588,Medium,Medium,291.15,332.75,-0.192,0.808,0.799,UBERON:0001157
789940,686,Esophagus - Gastroesophageal Junction,F,1322,0.878,0.882,High,High,1322,1416.5,-0.1,0.808,0.799,UBERON:0007650
789942,686,Esophagus - Mucosa,F,166.2,0.49,0.451,Medium,Medium,166.2,157,0.082,0.808,0.799,UBERON:0002469
789944,686,Esophagus - Muscularis,F,1249.5,0.847,0.843,High,High,1249.5,1260.5,-0.013,0.808,0.799,UBERON:0004648
789946,686,Fallopian Tube,F,1258,0.857,0.863,High,High,,,,0.808,0.799,UBERON:0003889
789947,686,Heart - Atrial Appendage,F,249.8,0.571,0.549,Medium,Medium,249.8,293.25,-0.231,0.808,0.799,UBERON:0006618
789949,686,Heart - Left Ventricle,F,116.1,0.408,0.392,Medium,Medium,116.1,120.25,-0.05,0.808,0.799,UBERON:0002084
789951,686,Kidney - Cortex,F,241.4,0.561,0.529,Medium,Medium,241.4,69.96,1.772,0.808,0.799,UBERON:0001225
789953,686,Liver,F,47.3,0.347,0.333,Medium,Medium,47.3,41.7,0.178,0.808,0.799,UBERON:0002107
789955,686,Lung,F,471.1,0.673,0.647,Medium,Medium,471.1,517.3,-0.135,0.808,0.799,UBERON:0002048
789957,686,Minor Salivary Gland,F,161.45,0.48,0.431,Medium,Medium,161.45,170.35,-0.077,0.808,0.799,UBERON:0001830
789959,686,Muscle - Skeletal,F,50.7,0.357,0.353,Medium,Medium,50.7,56.165,-0.145,0.808,0.799,UBERON:0001134
789961,686,Nerve - Tibial,F,412.75,0.653,0.627,Medium,Medium,412.75,502.8,-0.284,0.808,0.799,UBERON:0001323
789963,686,Ovary,F,1124,0.837,0.824,High,High,,,,0.808,0.799,UBERON:0000992
789964,686,Pancreas,F,38.06,0.316,0.314,Medium,Medium,38.06,38.305,-0.009,0.808,0.799,UBERON:0001264
789966,686,Pituitary,F,196.3,0.51,0.471,Medium,Medium,196.3,141.05,0.474,0.808,0.799,UBERON:0000007
789968,686,Prostate,M,705.9,0.755,0.809,High,High,,,,0.808,0.822,UBERON:0002367
789969,686,Skin - Not Sun Exposed (Suprapubic),F,407.8,0.643,0.608,Medium,Medium,407.8,360.85,0.176,0.808,0.799,UBERON:0002097
789971,686,Skin - Sun Exposed (Lower leg),F,475.2,0.684,0.667,Medium,Medium,475.2,444.2,0.097,0.808,0.799,UBERON:002097
789973,686,Small Intestine - Terminal Ileum,F,228.1,0.541,0.51,Medium,Medium,228.1,232,-0.024,0.808,0.799,UBERON:0002116
789975,686,Spleen,F,205.5,0.52,0.49,Medium,Medium,205.5,217.1,-0.079,0.808,0.799,UBERON:0002106
789977,686,Stomach,F,122.85,0.439,0.412,Medium,Medium,122.85,126.6,-0.043,0.808,0.799,UBERON:0000945
789979,686,Testis,M,121.3,0.429,0.468,Medium,Medium,,,,0.808,0.822,UBERON:0000473
789980,686,Thyroid,F,288.1,0.582,0.569,Medium,Medium,288.1,305.6,-0.085,0.808,0.799,UBERON:0002046
789982,686,Uterus,F,1632,0.949,0.961,High,High,,,,0.808,0.799,UBERON:0000995
789983,686,Vagina,F,752.7,0.765,0.725,High,Medium,,,,0.808,0.799,UBERON:0000996
789984,686,Whole Blood,F,6.247,0.061,0.059,Low,Low,6.247,7.364,-0.207,0.808,0.799,UBERON:0000178
685387,1138,Adipose - Subcutaneous,F,15.67,0.745,0.784,Medium,High,15.67,17.47,-0.148,0.939,0.949,UBERON:0002190
685389,1138,Adipose - Visceral (Omentum),F,16.34,0.776,0.804,High,High,16.34,19.695,-0.255,0.939,0.949,UBERON:0014454
685391,1138,Adrenal Gland,F,4.243,0.265,0.275,Medium,Medium,4.243,4.284,-0.011,0.939,0.949,UBERON:0002369
685393,1138,Artery - Aorta,F,8.893,0.633,0.627,Medium,Medium,8.893,8.263,0.095,0.939,0.949,UBERON:0000947
685395,1138,Artery - Coronary,F,13.4,0.694,0.725,Medium,Medium,13.4,14.35,-0.092,0.939,0.949,UBERON:0001621
685397,1138,Artery - Tibial,F,14.12,0.714,0.745,Medium,Medium,14.12,15.855,-0.157,0.939,0.949,UBERON:0007610
685401,1138,Brain - Amygdala,F,5.151,0.388,0.373,Medium,Medium,5.151,4.934,0.052,0.939,0.949,UBERON:0001876
685403,1138,Brain - Anterior cingulate cortex (BA24),F,3.434,0.173,0.176,Low,Low,3.434,2.916,0.179,0.939,0.949,UBERON:0009835
685405,1138,Brain - Caudate (basal ganglia),F,6.131,0.49,0.49,Medium,Medium,6.131,6.07,0.012,0.939,0.949,UBERON:0002420
685407,1138,Brain - Cerebellar Hemisphere,F,3.311,0.143,0.137,Low,Low,3.311,3.109,0.069,0.939,0.949,UBERON:0002245
685409,1138,Brain - Cerebellum,F,3.212,0.122,0.118,Low,Low,3.212,3.507,-0.098,0.939,0.949,UBERON:0002037
685411,1138,Brain - Cortex,F,4.875,0.357,0.333,Medium,Medium,4.875,4.871,0.001,0.939,0.949,UBERON:0000956
685413,1138,Brain - Frontal Cortex (BA9),F,5.296,0.408,0.392,Medium,Medium,5.296,4.458,0.206,0.939,0.949,UBERON:0001870
685415,1138,Brain - Hippocampus,F,8.008,0.561,0.549,Medium,Medium,8.008,6.349,0.294,0.939,0.949,UBERON:0022430
685417,1138,Brain - Hypothalamus,F,6.304,0.51,0.529,Medium,Medium,6.304,6.894,-0.112,0.939,0.949,UBERON:0001898
685419,1138,Brain - Nucleus accumbens (basal ganglia),F,3.494,0.184,0.196,Low,Low,3.494,3.933,-0.134,0.939,0.949,UBERON:0001882
685421,1138,Brain - Putamen (basal ganglia),F,8.678,0.612,0.608,Medium,Medium,8.678,7.764,0.143,0.939,0.949,UBERON:0001874
685423,1138,Brain - Spinal cord (cervical c-1),F,4.868,0.337,0.314,Medium,Medium,4.868,4.528,0.086,0.939,0.949,UBERON:0006469
685425,1138,Brain - Substantia nigra,F,8.185,0.571,0.569,Medium,Medium,8.185,6.971,0.205,0.939,0.949,UBERON:0002038
685427,1138,Breast - Mammary Tissue,F,9.948,0.653,0.667,Medium,Medium,9.948,14.02,-0.456,0.939,0.949,UBERON:0001911
685435,1138,Colon - Sigmoid,F,22.03,0.908,0.922,High,High,22.03,23.96,-0.116,0.939,0.949,UBERON:0001159
685437,1138,Colon - Transverse,F,6.182,0.5,0.51,Medium,Medium,6.182,4.852,0.295,0.939,0.949,UBERON:0001157
685439,1138,Esophagus - Gastroesophageal Junction,F,19.2,0.867,0.882,High,High,19.2,18.455,0.054,0.939,0.949,UBERON:0007650
685441,1138,Esophagus - Mucosa,F,3.705,0.214,0.216,Low,Low,3.705,3.514,0.06,0.939,0.949,UBERON:0002469
685443,1138,Esophagus - Muscularis,F,20.125,0.898,0.902,High,High,20.125,18.765,0.096,0.939,0.949,UBERON:0004648
685445,1138,Fallopian Tube,F,12.41,0.684,0.706,Medium,Medium,,,,0.939,0.949,UBERON:0003889
685446,1138,Heart - Atrial Appendage,F,16.49,0.796,0.824,High,High,16.49,16.39,0.008,0.939,0.949,UBERON:0006618
685448,1138,Heart - Left Ventricle,F,18.41,0.837,0.863,High,High,18.41,17.025,0.107,0.939,0.949,UBERON:0002084
685450,1138,Kidney - Cortex,F,8.618,0.592,0.588,Medium,Medium,8.618,8.762,-0.021,0.939,0.949,UBERON:0001225
685452,1138,Liver,F,10.65,0.673,0.686,Medium,Medium,10.65,8.663,0.27,0.939,0.949,UBERON:0002107
685454,1138,Lung,F,29.12,0.929,0.941,High,High,29.12,31.17,-0.095,0.939,0.949,UBERON:0002048
685456,1138,Minor Salivary Gland,F,2.817,0.071,0.078,Low,Low,2.817,2.918,-0.038,0.939,0.949,UBERON:0001830
685458,1138,Muscle - Skeletal,F,44.16,0.949,0.961,High,High,44.16,46.98,-0.087,0.939,0.949,UBERON:0001134
685460,1138,Nerve - Tibial,F,5.116,0.378,0.353,Medium,Medium,5.116,5.504,-0.089,0.939,0.949,UBERON:0001323
685462,1138,Ovary,F,3.916,0.245,0.255,Low,Medium,,,,0.939,0.949,UBERON:0000992
685463,1138,Pancreas,F,0.907,0.051,0.059,Low,Low,0.907,1.057,-0.109,0.939,0.949,UBERON:0001264
