"Vitamin_id","Vitamin_name","protein_id","protein_name","Uniprot","geneid"
12,Vitamin E,16898,AT2B1_HUMAN,P20020,490
12,Vitamin E,8784,TCO1_HUMAN,P20061,6947
12,Vitamin E,8785,TCO2_HUMAN,P20062,6948
12,Vitamin E,17969,GSTM3_HUMAN,P21266,2947
12,Vitamin E,19890,MUTA_HUMAN,P22033,4594
12,Vitamin E,8689,UD14_HUMAN,P22310,54657
12,Vitamin E,1386,ENPP1_HUMAN,P22413,5167
12,Vitamin E,6492,FGFR4_HUMAN,P22455,2264
12,Vitamin E,15788,ADRO_HUMAN,P22570,2232
12,Vitamin E,6618,FGFR3_HUMAN,P22607,2261
12,Vitamin E,3955,PROZ_HUMAN,P22891,8858
12,Vitamin E,2693,DGKA_HUMAN,P23743,1606
12,Vitamin E,2540,CCND1_HUMAN,P24385,595
12,Vitamin E,2996,CDK2_HUMAN,P24941,1017
12,Vitamin E,19394,IF_HUMAN,P27352,2694
12,Vitamin E,4571,RXRB_HUMAN,P28702,6257
12,Vitamin E,10464,RABP2_HUMAN,P29373,1382
12,Vitamin E,10517,PDIA3_HUMAN,P30101,2923
12,Vitamin E,16468,UFO_HUMAN,P30530,558
12,Vitamin E,7585,TSPO_HUMAN,P30536,706
12,Vitamin E,8394,S5A2_HUMAN,P31213,6716
12,Vitamin E,19684,MRP1_HUMAN,P33527,4363
12,Vitamin E,17989,GPC1_HUMAN,P35052,2817
12,Vitamin E,10808,PGH2_HUMAN,P35354,5743
12,Vitamin E,16457,UD13_HUMAN,P35503,54659
12,Vitamin E,13105,CBS_HUMAN,P35520,875
12,Vitamin E,9023,TIMP3_HUMAN,P35625,7078
12,Vitamin E,14293,VKGC_HUMAN,P38435,2677
12,Vitamin E,12042,LICH_HUMAN,P38571,3988
12,Vitamin E,20149,NNMT_HUMAN,P40261,4837
12,Vitamin E,5593,IL15_HUMAN,P40933,3600
12,Vitamin E,11953,LEP_HUMAN,P41159,3952
12,Vitamin E,13097,CASR_HUMAN,P41180,846
12,Vitamin E,3379,PTGDS_HUMAN,P41222,5730
12,Vitamin E,8171,S19A1_HUMAN,P41440,6573
12,Vitamin E,19624,MTHR_HUMAN,P42898,4524
12,Vitamin E,15763,AFAM_HUMAN,P43652,173
12,Vitamin E,5501,GATA4_HUMAN,P43694,2626
12,Vitamin E,15588,ABCG1_HUMAN,P45844,9619
12,Vitamin E,12111,MAP1B_HUMAN,P46821,4131
12,Vitamin E,5421,YAP1_HUMAN,P46937,10413
12,Vitamin E,16043,AL1A3_HUMAN,P47895,220
12,Vitamin E,17966,GSH1_HUMAN,P48506,2729
12,Vitamin E,12863,NR2C2_HUMAN,P49116,7182
12,Vitamin E,5908,FAS_HUMAN,P49327,2194
12,Vitamin E,9630,TTPA_HUMAN,P49638,7274
12,Vitamin E,4925,STC1_HUMAN,P52823,6781
12,Vitamin E,18770,PDX1_HUMAN,P52945,3651
12,Vitamin E,10374,PA216_HUMAN,P53816,11145
12,Vitamin E,10146,PLTP_HUMAN,P55058,5360
12,Vitamin E,19857,MTP_HUMAN,P55157,4547
12,Vitamin E,1857,CDN2D_HUMAN,P55273,1032
12,Vitamin E,4883,SUMO2_HUMAN,P61956,6613
12,Vitamin E,18959,PP2AB_HUMAN,P62714,5516
12,Vitamin E,5275,UBC9_HUMAN,P63279,7329
12,Vitamin E,18821,PP2AA_HUMAN,P67775,5515
12,Vitamin E,6381,FKB1B_HUMAN,P68106,2281
12,Vitamin E,403,CP4F2_HUMAN,P78329,8529
12,Vitamin E,17464,IRX5_HUMAN,P78411,10265
12,Vitamin E,17463,IRX4_HUMAN,P78413,50805
12,Vitamin E,18014,GSTO1_HUMAN,P78417,9446
12,Vitamin E,10864,PHEX_HUMAN,P78562,5251
12,Vitamin E,6250,HEPC_HUMAN,P81172,57817
12,Vitamin E,11930,LRP2_HUMAN,P98164,4036
12,Vitamin E,12788,OCRL_HUMAN,Q01968,4952
12,Vitamin E,55,CP27A_HUMAN,Q02318,1593
12,Vitamin E,10092,PLOD1_HUMAN,Q02809,5351
12,Vitamin E,19563,MUC2_HUMAN,Q02817,4583
12,Vitamin E,18845,PPARD_HUMAN,Q03181,5467
12,Vitamin E,20042,NPT2A_HUMAN,Q06495,6569
12,Vitamin E,18844,PPARA_HUMAN,Q07869,5465
12,Vitamin E,231,CP24A_HUMAN,Q07973,1591
12,Vitamin E,19558,MN1_HUMAN,Q10571,4330
12,Vitamin E,5826,FUT2_HUMAN,Q10981,2524
12,Vitamin E,12859,NR1H3_HUMAN,Q13133,10062
12,Vitamin E,2675,DMP1_HUMAN,Q13316,1758
12,Vitamin E,2987,CENPR_HUMAN,Q13352,23421
12,Vitamin E,9280,SNW1_HUMAN,Q13573,22938
12,Vitamin E,979,ENPP2_HUMAN,Q13822,5168
12,Vitamin E,13729,AUHM_HUMAN,Q13825,549
12,Vitamin E,13958,BAAT_HUMAN,Q14032,570
12,Vitamin E,7655,TOB2_HUMAN,Q14106,10766
12,Vitamin E,4942,TRI25_HUMAN,Q14258,7706
12,Vitamin E,6371,GAS6_HUMAN,Q14393,2621
12,Vitamin E,13649,BECN1_HUMAN,Q14457,8678
12,Vitamin E,19937,NCOA6_HUMAN,Q14686,23054
12,Vitamin E,19186,POSTN_HUMAN,Q15063,10631
12,Vitamin E,11088,RGN_HUMAN,Q15493,9104
12,Vitamin E,8576,TAF11_HUMAN,Q15544,6882
12,Vitamin E,8749,TAF7_HUMAN,Q15545,6879
12,Vitamin E,13270,BGH3_HUMAN,Q15582,7045
12,Vitamin E,11575,MED1_HUMAN,Q15648,5469
12,Vitamin E,19993,NCOA1_HUMAN,Q15788,8648
12,Vitamin E,12816,MSMO1_HUMAN,Q15800,6307
12,Vitamin E,5352,UB2V2_HUMAN,Q15819,7336
12,Vitamin E,4447,RPE65_HUMAN,Q16518,6121
12,Vitamin E,11192,KYNU_HUMAN,Q16719,8942
12,Vitamin E,16444,UPP1_HUMAN,Q16831,7378
12,Vitamin E,7574,TRXR1_HUMAN,Q16881,7296
12,Vitamin E,20338,P3H1_HUMAN,Q32P28,64175
12,Vitamin E,13348,C27C1_HUMAN,Q4G0S4,339761
12,Vitamin E,72,CTL4_HUMAN,Q53GD3,80736
12,Vitamin E,10175,PDZ11_HUMAN,Q5EBL8,51248
12,Vitamin E,13802,ARH_HUMAN,Q5SW96,26119
12,Vitamin E,19282,KANK2_HUMAN,Q63ZY3,25959
12,Vitamin E,2540,CCND1_HUMAN,Q6FI00,595
12,Vitamin E,10723,RARA_HUMAN,Q6I9R7,5914
12,Vitamin E,2958,CCD62_HUMAN,Q6P9F0,84660
12,Vitamin E,2870,CP26C_HUMAN,Q6V0L0,340665
12,Vitamin E,3028,CP2R1_HUMAN,Q6VVX0,120227
12,Vitamin E,760,GPX1_HUMAN,Q7L4Q3,2876
12,Vitamin E,18317,P4HA3_HUMAN,Q7Z4N8,283208
12,Vitamin E,17828,GLRX5_HUMAN,Q86SX6,51218
12,Vitamin E,18287,OSTB_HUMAN,Q86UW2,123264
12,Vitamin E,11853,MMAA_HUMAN,Q8IVH4,166785
12,Vitamin E,20293,P3H2_HUMAN,Q8IVL5,55214
12,Vitamin E,20412,P3H3_HUMAN,Q8IVL6,10536
12,Vitamin E,14540,VKORL_HUMAN,Q8N0U8,154807
12,Vitamin E,13884,CLYBL_HUMAN,Q8N0X4,171425
12,Vitamin E,10006,PIAS4_HUMAN,Q8N2W9,51588
12,Vitamin E,9549,SFRP1_HUMAN,Q8N474,6422
12,Vitamin E,12701,OGFD1_HUMAN,Q8N543,55239
12,Vitamin E,10318,RDH13_HUMAN,Q8NBN7,112724
12,Vitamin E,6558,FAD1_HUMAN,Q8NFF5,80308
12,Vitamin E,7666,TPC2_HUMAN,Q8NHX9,219931
12,Vitamin E,17486,GDAP1_HUMAN,Q8TB36,54332
12,Vitamin E,3499,RDH11_HUMAN,Q8TC12,51109
12,Vitamin E,10205,PIGO_HUMAN,Q8TEQ8,84720
12,Vitamin E,17937,IPO4_HUMAN,Q8TEX9,79711
12,Vitamin E,4051,SCRB1_HUMAN,Q8WTV0,949
12,Vitamin E,16874,AQP3_HUMAN,Q92482,360
12,Vitamin E,10469,RDH1_HUMAN,Q92781,5959
12,Vitamin E,11574,MED12_HUMAN,Q93074,9968
12,Vitamin E,5966,HMR1_HUMAN,Q95460,3140
12,Vitamin E,9962,RIFK_HUMAN,Q969G6,55312
12,Vitamin E,16945,ARRD3_HUMAN,Q96B67,57561
12,Vitamin E,11692,MMAB_HUMAN,Q96EY8,326625
12,Vitamin E,8391,S47A1_HUMAN,Q96FL8,55244
12,Vitamin E,9857,PLPP_HUMAN,Q96GD0,57026
12,Vitamin E,9545,SMRD1_HUMAN,Q96GM5,6602
12,Vitamin E,5602,MED30_HUMAN,Q96HR3,90390
12,Vitamin E,4045,SCLY_HUMAN,Q96I15,51540
12,Vitamin E,1472,EGLN2_HUMAN,Q96KS0,112398
12,Vitamin E,11097,RDH12_HUMAN,Q96NR8,145226
12,Vitamin E,15926,ALKB3_HUMAN,Q96Q83,221120
12,Vitamin E,12860,NR1H4_HUMAN,Q96RI1,9971
12,Vitamin E,15792,ACOX2_HUMAN,Q99424,8309
12,Vitamin E,12130,LGMN_HUMAN,Q99538,5641
12,Vitamin E,2276,CDX2_HUMAN,Q99626,1045
12,Vitamin E,859,GFI1_HUMAN,Q99684,2672
12,Vitamin E,7144,METH_HUMAN,Q99707,4548
12,Vitamin E,14169,VKOR1_HUMAN,Q9BQB6,79001
12,Vitamin E,1923,CSTN3_HUMAN,Q9BQT9,9746
12,Vitamin E,15835,AIFM2_HUMAN,Q9BRQ8,84883
12,Vitamin E,2601,DHRS4_HUMAN,Q9BTZ2,10901
12,Vitamin E,9171,THTPA_HUMAN,Q9BU02,79178
12,Vitamin E,6634,FANCJ_HUMAN,Q9BX63,83990
12,Vitamin E,16560,STRA6_HUMAN,Q9BX79,64220
12,Vitamin E,15394,AMNLS_HUMAN,Q9BXJ7,81693
12,Vitamin E,8044,TMG4_HUMAN,Q9BZD6,79056
12,Vitamin E,4596,S19A3_HUMAN,Q9BZV2,80704
12,Vitamin E,784,EGLN1_HUMAN,Q9GZT9,54583
12,Vitamin E,5778,FGF23_HUMAN,Q9GZV9,8074
12,Vitamin E,11849,MMAD_HUMAN,Q9H3L0,27249
12,Vitamin E,15187,TXNIP_HUMAN,Q9H3M7,10628
12,Vitamin E,9671,TPK1_HUMAN,Q9H3S4,27010
12,Vitamin E,17666,GSTO2_HUMAN,Q9H4Y5,119391
12,Vitamin E,1383,EGLN3_HUMAN,Q9H6Z9,112399
12,Vitamin E,18222,PANK3_HUMAN,Q9H999,79646
12,Vitamin E,8196,S52A2_HUMAN,Q9HAB3,79581
12,Vitamin E,18967,PPCS_HUMAN,Q9HAB8,79717
12,Vitamin E,13622,BCDO1_HUMAN,Q9HAY6,53630
12,Vitamin E,11098,RDH14_HUMAN,Q9HBH5,57665
12,Vitamin E,396,CP4FB_HUMAN,Q9HBI6,57834
12,Vitamin E,7560,TPC_HUMAN,Q9HC21,60386
12,Vitamin E,398,CP4FC_HUMAN,Q9HCS2,66002
12,Vitamin E,2431,CD320_HUMAN,Q9NPF0,51293
12,Vitamin E,5604,MED4_HUMAN,Q9NPJ6,29079
12,Vitamin E,4090,S52A3_HUMAN,Q9NQ40,113278
12,Vitamin E,2115,CP26B_HUMAN,Q9NR63,56603
12,Vitamin E,18766,MXRA5_HUMAN,Q9NR99,25878
12,Vitamin E,13644,BAZ1A_HUMAN,Q9NRL2,11177
12,Vitamin E,15905,ADPPT_HUMAN,Q9NRN7,60496
12,Vitamin E,12293,LMBD1_HUMAN,Q9NUN5,55788
12,Vitamin E,19648,MED17_HUMAN,Q9NVC6,9440
12,Vitamin E,4212,S52A1_HUMAN,Q9NWF4,55065
12,Vitamin E,18517,P4HTM_HUMAN,Q9NXG6,54681
12,Vitamin E,573,CP39A_HUMAN,Q9NYL5,51302
12,Vitamin E,10199,RDH8_HUMAN,Q9NYR8,50700
12,Vitamin E,19630,MTRR_HUMAN,Q9UBK8,4552
12,Vitamin E,8381,S14L4_HUMAN,Q9UDX3,284904
12,Vitamin E,19436,KLOT_HUMAN,Q9UEF7,9365
12,Vitamin E,4582,S23A2_HUMAN,Q9UGH3,9962
12,Vitamin E,19961,NPCL1_HUMAN,Q9UHC9,29881
12,Vitamin E,4581,S23A1_HUMAN,Q9UHI7,9963
12,Vitamin E,12849,MED13_HUMAN,Q9UHV7,9969
12,Vitamin E,19649,MED23_HUMAN,Q9ULK4,9439
12,Vitamin E,8427,SC5A6_HUMAN,Q9Y289,8884
12,Vitamin E,13710,COG6_HUMAN,Q9Y2V7,57511
12,Vitamin E,5064,TR150_HUMAN,Q9Y2W1,9967
12,Vitamin E,12634,MMAC_HUMAN,Q9Y4U1,25974
12,Vitamin E,5276,UBIA1_HUMAN,Q9Y5Z9,29914
12,Vitamin E,491,DNM3A_HUMAN,Q9Y6K1,1788
12,Vitamin E,19995,NCOA3_HUMAN,Q9Y6Q9,8202
12,Vitamin E,5290,VDR_HUMAN,F1D8P8,7421
12,Vitamin E,8043,TMG1_HUMAN,O14668,5638
12,Vitamin E,10168,PLPHP_HUMAN,O94903,11212
12,Vitamin E,8441,S100G_HUMAN,P29377,795
12,Vitamin E,10117,RET2_HUMAN,P50120,5948
12,Vitamin E,10144,RET5_HUMAN,P82980,83758
12,Vitamin E,6884,ISX_HUMAN,Q2M1V0,91464
12,Vitamin E,5444,TYSY_HUMAN,Q53Y97,7298
12,Vitamin E,19747,OGFD2_HUMAN,Q6N063,79676
12,Vitamin E,11021,RETST_HUMAN,Q6NUM9,54884
12,Vitamin E,19748,OGFD3_HUMAN,Q6PK18,79701
12,Vitamin E,14126,DR9C7_HUMAN,Q8NEX9,121214
12,Vitamin E,16515,TMG3_HUMAN,Q9BZD7,79057
12,Vitamin E,11805,MGP_HUMAN,A0A024RAX0,4256
12,Vitamin E,10026,RET1_HUMAN,A0A0A0MQT0,5947
12,Vitamin E,14169,VKOR1_HUMAN,A0A0S2Z6I4,79001
12,Vitamin E,15960,AMD_HUMAN,A0A804HIQ0,5066
12,Vitamin E,14636,TYRO_HUMAN,L8B082,7299
12,Vitamin E,341,CEL_HUMAN,O75612,1056
12,Vitamin E,12962,CB083_HUMAN,Q53S99,
12,Vitamin E,16288,STC2_HUMAN,Q6FHC9,8614
12,Vitamin E,4170,S23A3_HUMAN,Q6PIS1,151295
12,Vitamin E,11930,LRP2_HUMAN,Q7Z5C0,4036
12,Vitamin E,10170,RET7_HUMAN,Q96R05,116362
12,Vitamin E,4062,S14L3_HUMAN,Q9UDX4,266629
12,Vitamin E,9857,PLPP_HUMAN,A0A024R1I3,57026
12,Vitamin E,19890,MUTA_HUMAN,A0A024RD82,4594
12,Vitamin E,19186,POSTN_HUMAN,A0A024RDS2,10631
12,Vitamin E,15788,ADRO_HUMAN,A0A0A0MSZ4,2232
12,Vitamin E,15788,ADRO_HUMAN,A0A0C4DFN8,2232
12,Vitamin E,19961,NPCL1_HUMAN,A0A0C4DFX6,29881
12,Vitamin E,15788,ADRO_HUMAN,A0A0C4DGN7,2232
12,Vitamin E,3908,PROS_HUMAN,A0A0S2Z4K3,5627
12,Vitamin E,3908,PROS_HUMAN,A0A0S2Z4L3,5627
12,Vitamin E,14169,VKOR1_HUMAN,A0A0S2Z5X7,79001
12,Vitamin E,4582,S23A2_HUMAN,A0A140VK48,9962
12,Vitamin E,8196,S52A2_HUMAN,A0A6Q8PHF8,79581
12,Vitamin E,12860,NR1H4_HUMAN,B6ZGS9,9971
12,Vitamin E,8196,S52A2_HUMAN,E9PKE4,79581
12,Vitamin E,10169,RET4_HUMAN,Q5VY30,5950
12,Vitamin E,8230,S19A2_HUMAN,A0A024R8Y5,10560
12,Vitamin E,14293,VKGC_HUMAN,A0A8I5QJA4,2677
13,Vitamin K,13649,BECN1_HUMAN,A0A024R1X5,8678
13,Vitamin K,20042,NPT2A_HUMAN,A0A024R7R9,6569
13,Vitamin K,10799,PENK_HUMAN,A0A024R7V4,5179
13,Vitamin K,18907,PPBT_HUMAN,A0A024RAB4,249
13,Vitamin K,16898,AT2B1_HUMAN,A0A024RBC7,490
13,Vitamin K,18845,PPARD_HUMAN,A0A024RCW6,5467
13,Vitamin K,16733,TGFB1_HUMAN,A0A499FJK2,7040
13,Vitamin K,13543,CP1A1_HUMAN,A0N0X8,1543
13,Vitamin K,11953,LEP_HUMAN,A4D0Y8,3952
13,Vitamin K,13378,BMP7_HUMAN,A8K571,655
13,Vitamin K,19023,PPARG_HUMAN,E9PFV2,5468
13,Vitamin K,985,EPO_HUMAN,G9JKG7,2056
13,Vitamin K,4341,SGK1_HUMAN,O00141,6446
13,Vitamin K,16448,TAF4_HUMAN,O00268,6874
13,Vitamin K,10118,PLOD2_HUMAN,O00469,5352
13,Vitamin K,19662,NR5A2_HUMAN,O00482,2494
13,Vitamin K,2088,CYR61_HUMAN,O00622,3491
13,Vitamin K,10935,PDXK_HUMAN,O00764,8566
13,Vitamin K,913,ENPP3_HUMAN,O14638,5169
13,Vitamin K,16514,TMG2_HUMAN,O14669,5639
13,Vitamin K,15547,ABCD4_HUMAN,O14678,5826
13,Vitamin K,18210,PAHX_HUMAN,O14832,5264
13,Vitamin K,3205,DEGS1_HUMAN,O15121,8560
13,Vitamin K,9019,TIF1A_HUMAN,O15164,8805
13,Vitamin K,4066,S22A2_HUMAN,O15244,6582
13,Vitamin K,4226,S22A1_HUMAN,O15245,6580
13,Vitamin K,13590,BCAT2_HUMAN,O15382,587
13,Vitamin K,18516,P4HA2_HUMAN,O15460,8974
13,Vitamin K,3060,CP27B_HUMAN,O15528,1594
13,Vitamin K,51,CP26A_HUMAN,O43174,1592
13,Vitamin K,7704,SNAI2_HUMAN,O43623,6591
13,Vitamin K,13135,CALU_HUMAN,O43852,813
13,Vitamin K,11572,MED14_HUMAN,O60244,9282
13,Vitamin K,94,CUBN_HUMAN,O60494,8029
13,Vitamin K,9886,PLOD3_HUMAN,O60568,8985
13,Vitamin K,9369,SEP15_HUMAN,O60613,9403
13,Vitamin K,19360,JAK2_HUMAN,O60674,3717
13,Vitamin K,8230,S19A2_HUMAN,O60779,10560
13,Vitamin K,19938,NCOR1_HUMAN,O75376,9611
13,Vitamin K,11579,MED24_HUMAN,O75448,9862
13,Vitamin K,12861,NR1I2_HUMAN,O75469,8856
13,Vitamin K,1262,DHRS3_HUMAN,O75911,9249
13,Vitamin K,3850,PRAF3_HUMAN,O75915,10550
13,Vitamin K,8229,S14L2_HUMAN,O76054,23541
13,Vitamin K,16288,STC2_HUMAN,O76061,8614
13,Vitamin K,15881,AL1A2_HUMAN,O94788,8854
13,Vitamin K,12138,LRAT_HUMAN,O95237,9227
13,Vitamin K,15632,ABCA1_HUMAN,O95477,19
13,Vitamin K,14446,VNN1_HUMAN,O95497,8876
13,Vitamin K,14483,VNN2_HUMAN,O95498,8875
13,Vitamin K,9428,SNAI1_HUMAN,O95863,6615
13,Vitamin K,118,CYB5_HUMAN,P00167,1528
13,Vitamin K,16071,AL1A1_HUMAN,P00352,216
13,Vitamin K,12388,NB5R3_HUMAN,P00387,1727
13,Vitamin K,4782,SODC_HUMAN,P00441,6647
13,Vitamin K,16701,THRB_HUMAN,P00734,2147
13,Vitamin K,1629,FA9_HUMAN,P00740,2158
13,Vitamin K,1457,FA10_HUMAN,P00742,2159
13,Vitamin K,10799,PENK_HUMAN,P01210,5179
13,Vitamin K,9712,TSHB_HUMAN,P01222,7252
13,Vitamin K,3555,PTHY_HUMAN,P01270,5741
13,Vitamin K,7777,TNFA_HUMAN,P01375,7124
13,Vitamin K,5706,IFNG_HUMAN,P01579,3458
13,Vitamin K,985,EPO_HUMAN,P01588,2056
13,Vitamin K,14091,CO1A1_HUMAN,P02452,1277
13,Vitamin K,15433,APOA1_HUMAN,P02647,335
13,Vitamin K,10169,RET4_HUMAN,P02753,5950
13,Vitamin K,15887,ALBU_HUMAN,P02768,213
13,Vitamin K,14493,VTDB_HUMAN,P02774,2638
13,Vitamin K,468,CXL10_HUMAN,P02778,3627
13,Vitamin K,3571,OSTCN_HUMAN,P02818,632
13,Vitamin K,13427,C4BPA_HUMAN,P04003,722
13,Vitamin K,2283,CATA_HUMAN,P04040,847
13,Vitamin K,3720,PROC_HUMAN,P04070,5624
13,Vitamin K,9390,SHBG_HUMAN,P04278,6462
13,Vitamin K,13543,CP1A1_HUMAN,P04798,1543
13,Vitamin K,5444,TYSY_HUMAN,P04818,7298
13,Vitamin K,17275,ARGI1_HUMAN,P05089,383
13,Vitamin K,15518,APOD_HUMAN,P05090,347
13,Vitamin K,393,CP11A_HUMAN,P05108,1583
13,Vitamin K,18907,PPBT_HUMAN,P05186,249
13,Vitamin K,11340,KPCB_HUMAN,P05771,5579
13,Vitamin K,13222,CALB1_HUMAN,P05937,793
13,Vitamin K,9980,PRGR_HUMAN,P06401,5241
13,Vitamin K,3654,PYGL_HUMAN,P06737,5836
13,Vitamin K,760,GPX1_HUMAN,P07203,2876
13,Vitamin K,3908,PROS_HUMAN,P07225,5627
13,Vitamin K,6521,FES_HUMAN,P07332,2242
13,Vitamin K,6956,IGF1R_HUMAN,P08069,3480
13,Vitamin K,11805,MGP_HUMAN,P08493,4256
13,Vitamin K,574,CP3A4_HUMAN,P08684,1576
13,Vitamin K,2087,FA7_HUMAN,P08709,2155
13,Vitamin K,1252,DOPO_HUMAN,P09172,1621
13,Vitamin K,17594,GSTA2_HUMAN,P09210,2939
13,Vitamin K,5993,GSTP1_HUMAN,P09211,2950
13,Vitamin K,10026,RET1_HUMAN,P09455,5947
13,Vitamin K,6069,HMOX1_HUMAN,P09601,3162
13,Vitamin K,11868,LOX5_HUMAN,P09917,240
13,Vitamin K,10723,RARA_HUMAN,P10276,5914
13,Vitamin K,18638,OSTP_HUMAN,P10451,6696
13,Vitamin K,9885,RET3_HUMAN,P10745,5949
13,Vitamin K,6267,HEM4_HUMAN,P10746,7390
13,Vitamin K,17752,GTR1_HUMAN,P11166,6513
13,Vitamin K,5942,GTR3_HUMAN,P11169,6515
13,Vitamin K,9835,PIM1_HUMAN,P11309,5292
13,Vitamin K,5290,VDR_HUMAN,P11473,7421
13,Vitamin K,2811,CP2C9_HUMAN,P11712,1559
13,Vitamin K,1464,FA5_HUMAN,P12259,2153
13,Vitamin K,4518,RLBP1_HUMAN,P12271,6017
13,Vitamin K,18515,P4HA1_HUMAN,P13674,5033
13,Vitamin K,18838,PPA5_HUMAN,P13686,54
13,Vitamin K,6009,HEM2_HUMAN,P13716,210
13,Vitamin K,14636,TYRO_HUMAN,P14679,7299
13,Vitamin K,17695,GLNA_HUMAN,P15104,2752
13,Vitamin K,19130,NQO1_HUMAN,P15559,1728
13,Vitamin K,8889,TFE2_HUMAN,P15923,6929
13,Vitamin K,18865,NQO2_HUMAN,P16083,4835
13,Vitamin K,2304,CBR1_HUMAN,P16152,873
13,Vitamin K,8616,UD2B7_HUMAN,P16662,7364
13,Vitamin K,19440,KPCA_HUMAN,P17252,5578
13,Vitamin K,19373,KAPCA_HUMAN,P17612,5566
13,Vitamin K,722,ERCC2_HUMAN,P18074,2068
13,Vitamin K,13378,BMP7_HUMAN,P18075,655
13,Vitamin K,15960,AMD_HUMAN,P19021,5066
13,Vitamin K,8172,RXRA_HUMAN,P19793,6256
13,Vitamin K,20088,NFKB1_HUMAN,P19838,4790
13,Vitamin K,16898,AT2B1_HUMAN,P20020,490
13,Vitamin K,8784,TCO1_HUMAN,P20061,6947
13,Vitamin K,8785,TCO2_HUMAN,P20062,6948
13,Vitamin K,17969,GSTM3_HUMAN,P21266,2947
13,Vitamin K,19890,MUTA_HUMAN,P22033,4594
13,Vitamin K,8689,UD14_HUMAN,P22310,54657
13,Vitamin K,1386,ENPP1_HUMAN,P22413,5167
13,Vitamin K,6492,FGFR4_HUMAN,P22455,2264
13,Vitamin K,15788,ADRO_HUMAN,P22570,2232
13,Vitamin K,6618,FGFR3_HUMAN,P22607,2261
13,Vitamin K,3955,PROZ_HUMAN,P22891,8858
13,Vitamin K,2693,DGKA_HUMAN,P23743,1606
13,Vitamin K,2540,CCND1_HUMAN,P24385,595
13,Vitamin K,2996,CDK2_HUMAN,P24941,1017
13,Vitamin K,19394,IF_HUMAN,P27352,2694
13,Vitamin K,4571,RXRB_HUMAN,P28702,6257
13,Vitamin K,10464,RABP2_HUMAN,P29373,1382
13,Vitamin K,10517,PDIA3_HUMAN,P30101,2923
13,Vitamin K,16468,UFO_HUMAN,P30530,558
13,Vitamin K,7585,TSPO_HUMAN,P30536,706
13,Vitamin K,8394,S5A2_HUMAN,P31213,6716
13,Vitamin K,19684,MRP1_HUMAN,P33527,4363
13,Vitamin K,17989,GPC1_HUMAN,P35052,2817
13,Vitamin K,10808,PGH2_HUMAN,P35354,5743
13,Vitamin K,16457,UD13_HUMAN,P35503,54659
13,Vitamin K,13105,CBS_HUMAN,P35520,875
13,Vitamin K,9023,TIMP3_HUMAN,P35625,7078
13,Vitamin K,14293,VKGC_HUMAN,P38435,2677
13,Vitamin K,12042,LICH_HUMAN,P38571,3988
13,Vitamin K,20149,NNMT_HUMAN,P40261,4837
13,Vitamin K,5593,IL15_HUMAN,P40933,3600
13,Vitamin K,11953,LEP_HUMAN,P41159,3952
13,Vitamin K,13097,CASR_HUMAN,P41180,846
13,Vitamin K,3379,PTGDS_HUMAN,P41222,5730
13,Vitamin K,8171,S19A1_HUMAN,P41440,6573
13,Vitamin K,19624,MTHR_HUMAN,P42898,4524
13,Vitamin K,15763,AFAM_HUMAN,P43652,173
13,Vitamin K,5501,GATA4_HUMAN,P43694,2626
13,Vitamin K,15588,ABCG1_HUMAN,P45844,9619
13,Vitamin K,12111,MAP1B_HUMAN,P46821,4131
13,Vitamin K,5421,YAP1_HUMAN,P46937,10413
13,Vitamin K,16043,AL1A3_HUMAN,P47895,220
13,Vitamin K,17966,GSH1_HUMAN,P48506,2729
13,Vitamin K,12863,NR2C2_HUMAN,P49116,7182
13,Vitamin K,5908,FAS_HUMAN,P49327,2194
13,Vitamin K,9630,TTPA_HUMAN,P49638,7274
13,Vitamin K,4925,STC1_HUMAN,P52823,6781
13,Vitamin K,18770,PDX1_HUMAN,P52945,3651
13,Vitamin K,10374,PA216_HUMAN,P53816,11145
13,Vitamin K,10146,PLTP_HUMAN,P55058,5360
13,Vitamin K,19857,MTP_HUMAN,P55157,4547
13,Vitamin K,1857,CDN2D_HUMAN,P55273,1032
13,Vitamin K,4883,SUMO2_HUMAN,P61956,6613
13,Vitamin K,18959,PP2AB_HUMAN,P62714,5516
13,Vitamin K,5275,UBC9_HUMAN,P63279,7329
13,Vitamin K,18821,PP2AA_HUMAN,P67775,5515
13,Vitamin K,6381,FKB1B_HUMAN,P68106,2281
13,Vitamin K,403,CP4F2_HUMAN,P78329,8529
13,Vitamin K,17464,IRX5_HUMAN,P78411,10265
13,Vitamin K,17463,IRX4_HUMAN,P78413,50805
13,Vitamin K,18014,GSTO1_HUMAN,P78417,9446
13,Vitamin K,10864,PHEX_HUMAN,P78562,5251
13,Vitamin K,6250,HEPC_HUMAN,P81172,57817
13,Vitamin K,11930,LRP2_HUMAN,P98164,4036
13,Vitamin K,12788,OCRL_HUMAN,Q01968,4952
13,Vitamin K,55,CP27A_HUMAN,Q02318,1593
13,Vitamin K,10092,PLOD1_HUMAN,Q02809,5351
13,Vitamin K,19563,MUC2_HUMAN,Q02817,4583
13,Vitamin K,18845,PPARD_HUMAN,Q03181,5467
13,Vitamin K,20042,NPT2A_HUMAN,Q06495,6569
13,Vitamin K,18844,PPARA_HUMAN,Q07869,5465
13,Vitamin K,231,CP24A_HUMAN,Q07973,1591
